,ID,ID collecteur,Date de début,Date de fin,Q1,Q3,Q4,Q4-text,Q5,Q5-text,Q6,Q6-text,Q7,Q8,Q9,Q10,Q11,Q12
197,6183517913,156443487,2017-05-05 13:31:39,2017-05-05 13:36:30,Oui,,Oui,,Pas sûr,,Marine Le Pen,,Le Pen,Au Canada comme en Australie l'autorisation de rester sur le territoire est plus sévère alors de quoi les francais ont peurs? Franchement!,Oui,,Oui,
198,6183517746,156443487,2017-05-05 13:31:20,2017-05-05 13:32:50,Non,Le Pen,Je ne sais pas,,Très sûr,,Marine Le Pen,,,,,,,
199,6183509742,156443487,2017-05-05 13:24:52,2017-05-05 13:31:30,Oui,,Non,,Je ne sais pas,,Marine Le Pen,,Le Pen,Je ne sais pas ,Non,je ne sais pas.,Oui,je ne sais pas .
200,6183506232,156443487,2017-05-05 13:25:49,2017-05-05 13:27:03,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Macron,,Oui,,Non,
201,6183503854,156443487,2017-05-05 13:24:15,2017-05-05 13:26:36,Oui,Melenchon,Oui,,Pas sûr,,Blanc,je suis pas conviencu des candida ,Macron,,Oui,,Oui,
202,6183501461,156443487,2017-05-05 13:22:12,2017-05-05 13:24:13,Non,Hamon,Non,,Très sûr,,Emmanuel Macron,,,,,,,
203,6183500417,156443487,2017-05-05 13:22:06,2017-05-05 13:26:03,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Le Pen,Je pense que les gens en on marre qu'on le promesse des choses qui se passera jamais alors il veulent du changement et le changement sa sera marine Le pen,Oui,Car ils ont n'ont marre des président qui ne veulent que l'elysee ,Oui,Car au moin avec elle les choses changeront radicalement 
204,6183500372,156443487,2017-05-05 13:22:10,2017-05-05 13:24:18,Oui,Le Pen,Oui,,Cela dépend du candidat,,Marine Le Pen,,Le Pen,Macron va foutre la merde encore plus,Oui,,Oui,
205,6183493210,156443487,2017-05-05 13:18:07,2017-05-05 13:23:48,Oui,Macron,Oui,,Très sûr,,Emmanuel Macron,,Macron,"Marine le Pen est du FN , les gens prendrons pas le risque de vote pour elle.",Oui,,Oui,
206,6183482441,156443487,2017-05-05 13:11:24,2017-05-05 13:18:53,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Macron,"Je pense que macron passera président car beaucoup d'autre candidat on demandé à leurs électeurs de ne pas voter le pen, de plus le front national fait peur à beaucoup de français mais le changement fait peur mais ce n'est pas pour autant une mauvaise chose c'est pour cela que je vote Marine le Pen ",Oui,Ma famille pense tout comme mois on est très ouvert sur ce sujet on parle sans langue de bois et même s'il y à des projets qui je pense ne pourront jamais être mis en place son franc parler et un signe de grand président ,Oui,"Car pour moi il faut des changements radical, juste du blabla ne suffit plus il fait des actes "
207,6183474316,156443487,2017-05-05 13:07:23,2017-05-05 13:08:46,Non,Le Pen,Oui,,Pas sûr,,Marine Le Pen,,,,,,,
208,6183473398,156443487,2017-05-05 13:05:57,2017-05-05 13:10:09,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Le Pen,Elle a de bon arguments et un bon programme.,Oui,Pour sont programme et ses arguments.,Oui,Bon programme 
209,6183471304,156443487,2017-05-05 13:05:36,2017-05-05 13:18:24,Oui,Macron,Oui,,Très sûr,,Emmanuel Macron,,Macron,Emmanuelle Macron car marine le pen critique mais ne propose rien ,Oui,Il est le seul à incarner le renouvellement de la vie politique française en s'attaquant à la régénération de la démocratie.Il est le seul à porter un projet audacieux qui s’appuie sur ce qu’il y a de meilleur en chacun de nous  Il est le seul à incarner l’idée d’une France rassemblée et apaisée ,Oui,"Renouveler la vie politique, en changeant les visages, les méthodes et les usages.  Faire du travail le moteur du pays en levant les freins à l’emploi et en permettant à chacun de mieux vivre de son travail.  Libérer plus et protéger mieux autour de grandes priorités : la santé, l’éducation, la transformation numérique et la transition écologique."
210,6183471110,156443487,2017-05-05 13:05:02,2017-05-05 13:09:05,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Le Pen,Elle est la seul a faire changer la france,Oui,Pourquoi pas,Oui,Je choisi la France elle est la seul a changer la France 
211,6183468625,156443487,2017-05-05 13:04:27,2017-05-05 13:07:17,Oui,Macron,Oui,,Très sûr,,Emmanuel Macron,,Macron,Programme de Mr Macron plus intéressant et plus satisfaisant  que Mme Lepen  laquelle je n'apprécie moin bien ,Non,Chacun a sa propre opinion  et cela est personnel,Oui,
212,6183463249,156443487,2017-05-05 13:01:58,2017-05-05 13:02:37,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,,,,,,
213,6183462628,156443487,2017-05-05 13:01:24,2017-05-05 13:02:43,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Le Pen,,Oui,,Oui,
214,6183458053,156443487,2017-05-05 12:58:25,2017-05-05 13:02:52,Oui,Arthaud,Oui,,Je ne sais pas,,Marine Le Pen,,Le Pen,Macron pourra pas être élu il es pire que Hollande... donc d'un côté j'espère que ce soit marine le pen qui passe malgré tout.,Oui,Car on as la même opinion.,Oui,Car macron ce n'est même pas la peine il va faire couler la France encore plus que Hollande donc on verra avec marine si y as du changement.
215,6183454299,156443487,2017-05-05 12:55:55,2017-05-05 13:01:50,Oui,Melenchon,Oui,,Je ne sais pas,,Emmanuel Macron,,Macron,"En premier lieu, marine lepen sera toujours une femme avant tout et donc c'est déjà un obstacle pour de nombreux français, deuxièmement la France certes en colère de ce qui se passe en ce moment n'est pas près à voté l'extrême.",Non,"Non, car pour eux marine le Pen serai meilleure au niveaux de sont programmes à l'égard des salariés.",Oui,"Oui car marine le Pen divisera alors que macron ne fera pas meilleur mais ne divisera pas les Français entre eux, il y aura moins de haine"
216,6183451645,156443487,2017-05-05 12:54:34,2017-05-05 12:57:12,Oui,Melenchon,Oui,,Très sûr,,Marine Le Pen,,Le Pen,Car les gens veulle du changement ,Oui,Pour la même raison que moi,Oui,Car elle peux apporter du changement au niveau du terrorisme et de l'emploi 
217,6183449532,156443487,2017-05-05 12:52:54,2017-05-05 12:54:18,Non,Fillon,Non,,Pas sûr,,Emmanuel Macron,,,,,,,
218,6183447543,156443487,2017-05-05 12:49:41,2017-05-05 12:58:54,Oui,Melenchon,Oui,,Très sûr,,Emmanuel Macron,,Macron,Pcq il a un bon programme ,Oui,Oui si c'est possible pour nous aider ,Oui,Oui bien sûr lui aussi un bon homme 
219,6183446365,156443487,2017-05-05 12:50:55,2017-05-05 12:53:43,Oui,Le Pen,Oui,,Autre (veuillez préciser),Non,Blanc,Non,,,,,,
220,6183444249,156443487,2017-05-05 12:49:05,2017-05-05 12:51:12,Non,,Non,,Autre (veuillez préciser),Etrangere,Blanc,Blamc,,,,,,
221,6183443418,156443487,2017-05-05 12:49:18,2017-05-05 12:50:42,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Macron,,Oui,,Non,
222,6183440897,156443487,2017-05-05 12:47:37,2017-05-05 12:50:23,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Le Pen,Parce que la candidate lepen se débat très à beaucoup d'ambition.,Non,Car divers chose ne plait pas chez l'un et chez l'autre ,Oui,Oui beaucoup de chose vont changer 
223,6183433151,156443487,2017-05-05 12:42:47,2017-05-05 12:45:05,Oui,Melenchon,Oui,,Très sûr,,Marine Le Pen,,Le Pen,Pour que la France reviennent enfin droite avec tout se qu'il se passe je pense que le fn sera le mieux ..,Oui,,Oui,
224,6183424907,156443487,2017-05-05 12:36:22,2017-05-05 12:38:21,Non,,Je ne sais pas,,Je ne sais pas,,Marine Le Pen,,,,,,,
225,6183423243,156443487,2017-05-05 12:35:43,2017-05-05 12:37:59,Oui,Melenchon,Oui,,Très sûr,,Emmanuel Macron,,Macron,,Oui,,Non,
226,6183420260,156443487,2017-05-05 12:33:56,2017-05-05 12:34:55,Non,,Non,,Très sûr,,,,,,,,,
227,6183419987,156443487,2017-05-05 12:33:56,2017-05-05 12:35:05,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,,,,,,
228,6183415387,156443487,2017-05-05 12:30:24,2017-05-05 12:33:06,Oui,Macron,Oui,,Très sûr,,Emmanuel Macron,,Macron,,Oui,Marine le pen est vraiment trop raciste je crois que si elle est elu on fonce droit au désastre ,Oui,
229,6183404808,156443487,2017-05-05 12:22:00,2017-05-05 12:26:16,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Macron,,Oui,,Oui,Parce que dans tout les cas on sera dans la merde
230,6183401699,156443487,2017-05-05 12:20:24,2017-05-05 12:21:48,Non,Le Pen,Non,,Pas sûr,,Marine Le Pen,,,,,,,
231,6183396617,156443487,2017-05-05 12:16:34,2017-05-05 12:31:59,Oui,Melenchon,Oui,,Très sûr,,Emmanuel Macron,,Macron,je pense et j'espère que Macron va le remporter car je ne pense pas que  Marine Le Pen soit apte à diriger le France. elle risque même de nous mettre en situation encore plus difficile qu'elle ne l'ai déjà.  ,Oui,,Non,
232,6183377407,156443487,2017-05-05 12:03:19,2017-05-05 12:12:55,Oui,Melenchon,Oui,,Cela dépend du candidat,,Marine Le Pen,,Macron,"Macron l'emportera car au grand débat, marine le pen était sans cesse dans l'attaque à denoncer certaines choses etc ne repondant pas aux questions posées des journalistes et emmanuel macron il se defandait tant bien que mal aux attaques de plus, il defandait son projet en répondant aux questions.  ",Non,,Non,
233,6183363938,156443487,2017-05-05 11:53:00,2017-05-05 11:54:38,Non,,Autre (veuillez préciser),je ne suis pas inscrite ,Je ne sais pas,,Emmanuel Macron,,,,,,,
234,6183363895,156443487,2017-05-05 11:53:25,2017-05-05 11:56:28,Oui,Macron,Oui,,Je ne sais pas,,Blanc,Je sais pas ,Le Pen,Plus positive ,Oui,Plus positive ,Non,Trop de mensonge 
235,6183359481,156443487,2017-05-05 11:49:40,2017-05-05 11:51:54,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Le Pen,Matin le pen c'est la plus vrai.,Oui,,Oui,
236,6183344658,156443487,2017-05-05 11:36:35,2017-05-05 11:46:21,Oui,Melenchon,Oui,,Très sûr,,Marine Le Pen,,Le Pen,Avec tout ce qu'on à pu entendre lors de ses dernières semaines. Je pense que les gens veulent un réelle changement et surtout un président qui pensent aux petit peuples ,Oui,J'ai beaucoup entendu les gens autour de moi dire que Macron était un deuxième Hollande qu'il était du côté des riches étant donné que c'était un banquier. Donc ils ne veulent pas de ca et voteront pour Marine Le Pen ,Non,"Non, Parce que n'importe le quel peut dire ce qu'il veut!! Les programmes sont fait pour avoir plus d'électeur, mais est ce qu'ils vont si tenir.. je ne pense pas"
237,6183342471,156443487,2017-05-05 11:34:27,2017-05-05 11:36:42,Oui,Melenchon,Oui,,Très sûr,,Blanc,Je remets un bulletin Mélenchon,Macron,,Non,,Oui,
238,6183340012,156443487,2017-05-05 11:31:29,2017-05-05 11:34:03,Oui,Macron,Oui,,Très sûr,,Emmanuel Macron,,,,,,,
239,6183329373,156443487,2017-05-05 11:22:33,2017-05-05 11:23:57,Oui,Macron,Oui,,Très sûr,,Emmanuel Macron,,,,,,,
240,6183322607,156443487,2017-05-05 11:16:28,2017-05-05 11:19:50,Oui,Fillon,Oui,,Très sûr,,Marine Le Pen,,Macron,Alors ce ne sera que macron qui va gagner car les médias veulent que se soit lui et nous savons bien que ce son les médias qui décident. ,Oui,Tous le monde commence à voir que les médias font la loi. ,Non,
241,6183320413,156443487,2017-05-05 11:14:03,2017-05-05 11:16:54,Oui,Le Pen,Oui,,Je ne sais pas,,Marine Le Pen,,Macron,Macron est susceptible de passer car tout le monde se dégonflera avant que Marine puisse passer,Oui,,Non,
242,6183320356,156443487,2017-05-05 11:14:48,2017-05-05 11:15:27,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,,,,,,
243,6183320125,156443487,2017-05-05 11:14:19,2017-05-05 11:15:35,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,,,,,,
244,6183319186,156443487,2017-05-05 11:11:39,2017-05-05 11:18:37,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Macron,Je pense qu'il vas gagner car il est soutenu par les médias,Oui,Tu les jours on entend parler du même,Non,Non du tout car on sera dans la même merde
245,6183317461,156443487,2017-05-05 11:11:36,2017-05-05 11:17:08,Oui,Fillon,Oui,,Très sûr,,Emmanuel Macron,,Macron,"Marine le pen n'a pas de programme, beaucoup de francais l'ont compris!!",Oui,Marine le pen veut eradiquer les juifs et les mulsumans!! J'ai beaucoup d'amis juifs et musulmans!!,Oui,"Macron est jeune, son parti n'a qu'un an!! Les francais veulent du changement!! C'est mieux que le pen dans tout les cas!!"
246,6183315399,156443487,2017-05-05 11:07:38,2017-05-05 11:14:22,Oui,Melenchon,Oui,,Très sûr,,Emmanuel Macron,,Macron,Martin va remporter se deuxième tour car les français son bloquée et non pas d'autre choix pour fait barrage à le pen,Oui,Cela dépend de leur avis mais il reste sur les même avis que moi,Oui,Car il reprenseter mieux la France et les français que tout les autre candidat 
247,6183314232,156443487,2017-05-05 11:06:35,2017-05-05 11:13:01,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Le Pen,Je pense que mme le pen peut changer la france et surtout remettre une bonne sécurité pour les français et aussi elle fera beaucoup pour la santé et aussi les familles ,Oui,"Oui ils pensent comme moi bien sur, il y a marre de vivre dans la craintes ",Oui,"Oui c'est le bon choix, elle pourrait changer la france surtout "
248,6183313090,156443487,2017-05-05 11:06:05,2017-05-05 11:12:44,Oui,Asselineau,Oui,,Autre (veuillez préciser),Je ne vais pas voter pour un de c'est deux candidat ,Blanc,Je vais pas voter,Le Pen,Pour moi je pense que le pe  va gagnier puisque led français ne don pas très intelligent il ne voyent  pas à que le point la France va être perdus . Mais même si c'est macron qui passe on est tous perdu.  En vérité la meilleure  solution pour que la France garde son pouvoir c'est de quitter l'Europe qui nous prend tout . Avant d'être européen  nous se français.  Liberté égalité fraternité  ou est passer tout ça?,Oui,Nous somme plusieur à penser ça.  Et ce qui nous fait le plus de mal c'est de savoir qu'on est entrain de bafouer tout ce que la France a créé auparavant par nos ancêtres. ,Oui,Je pense que de ne pas aller voter c'est un bon choix car nous ne pouvons pas donner une voix pour quelqu'un qui va détruire notre relation pour quelqu'un qui va faire ce qu'il pense bien pour la France alors qu'au final et se retrouvent complètement à côté de la plaque réalise vous à quel point la France et dans un terrible etat à aide de nous
249,6183311505,156443487,2017-05-05 10:14:33,2017-05-05 11:08:07,Oui,Macron,Oui,,Très sûr,,Blanc,Ok,Macron,Ok,Oui,,Oui,
250,6183309637,156443487,2017-05-05 11:03:04,2017-05-05 11:05:21,Oui,Macron,Oui,,Très sûr,,Emmanuel Macron,,Macron,,Oui,,Oui,
251,6183309530,156443487,2017-05-05 11:02:45,2017-05-05 11:08:54,Oui,Macron,Oui,,Pas sûr,,Blanc,Je ne sais plus vu le débat ,Le Pen,Elle dit des choses pour convaincre ,Oui,,Non,Juste peur que face parti les étranger qui eux travaille pour la france
252,6183302463,156443487,2017-05-05 10:55:48,2017-05-05 10:57:24,Oui,Melenchon,Oui,,Très sûr,,Marine Le Pen,,,,,,,
253,6183302116,156443487,2017-05-05 10:55:52,2017-05-05 10:57:04,Non,Le Pen,Oui,,Très sûr,,Marine Le Pen,,,,,,,
254,6183302002,156443487,2017-05-05 10:56:12,2017-05-05 10:56:58,Oui,Macron,Oui,,Très sûr,,Emmanuel Macron,,,,,,,
255,6183301082,156443487,2017-05-05 10:54:38,2017-05-05 11:03:40,Oui,Le Pen,Oui,,Cela dépend du candidat,,,,Le Pen,"Son programme est basée pour aider la France au niveau de l'emploi, des étrangers en situation irrégulière, fichier S, aider les PME, baisser nos impôts, aider les personnes avec un pouvoir d' achat, augmenter les pensions des retraités et des handicapés, revalorisées notre monnaie afin de s'en sortir et aider les personnes en bas revenu, revaloriser les entreprise française, fermée les frontières.  ",Oui,"Mes amis sont d'accord avec moi car le programme de marine le pen  se rapproche à la vision de ce que l'on veux pour notre pays, afin de sortir du seuil de pauvreté.",Oui,Le programme de marine le pen se rapproche à ma vision du pays afin d'avoir moins de chômage et de sortir de notre pauvreté que je vis actuellement .
256,6183298828,156443487,2017-05-05 10:51:33,2017-05-05 10:56:05,,Macron,,,Autre (veuillez préciser),oui je vote,Emmanuel Macron,,,,,,,
257,6183297028,156443487,2017-05-05 10:50:11,2017-05-05 10:53:43,Oui,Hamon,Oui,,Cela dépend du candidat,,Emmanuel Macron,,Macron,Quand on compare ces deux programme totalement different donc dire qui vas gagner je sais pas vu que meme moi j'hesite entre les 2,Non,,Non,
258,6183293631,156443487,2017-05-05 10:46:28,2017-05-05 10:49:21,Non,Melenchon,Oui,,Autre (veuillez préciser),c'est compliqué,Blanc,c'est confus,,,,,,
259,6183292926,156443487,2017-05-05 10:46:00,2017-05-05 10:49:34,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Macron,Les gens sont faibles ,Oui,,Oui,
260,6183292455,156443487,2017-05-05 10:46:43,2017-05-05 10:49:41,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Le Pen,Un programme sur qui tien la route . Elle a des arguments et des plans fixe . Macron ne sais pas où il va et y vas au filling.  ,Oui,Ils pensent la même choses car nous avons tous le même point de vue ,Oui,Car elle sera mettre en sécurité les français et faire travailler notre pays.  
261,6183291182,156443487,2017-05-05 10:45:05,2017-05-05 10:46:21,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,,,,,,
262,6183290923,156443487,2017-05-05 10:44:17,2017-05-05 10:45:53,Non,Poutou,Non,,Très sûr,,Marine Le Pen,,,,,,,
263,6183290913,156443487,2017-05-05 10:44:14,2017-05-05 15:08:20,Oui,Macron,Oui,,Très sûr,,Emmanuel Macron,,Macron,"Au débat du deuxième tour, Marine Le Pen s'est ridiculise, elle n'a pas présenter son programme, elle n'a fait que critique et sortir des feuilles alors que Macron avait un vrai programme et ne c'est jamais énervé contre les ""insultes"" de Le Pen.  De plus l'idée de Marine de nous faire sortir de l'Euro est incense car nous sommes beaucoup dépendant de ces pays. Je la trouve également raciste car même si elle ne vire pas directement les étrangers de France elle veut faire en sorte qu'il ne puisse plus y vivre aussi facilement. ",Oui,Il pense la même chose par rapport à le Pen et donc même si Macron n'est pas génial et à ses défauts il en a moins que Marine Le Pen et son programme est bien plus réaliste. ,Oui,Parce qu'il a un programme qui est réalisable et qu'il est intelligent.  Je pense qu'il saura remonter un peu la France.
264,6183290223,156443487,2017-05-05 10:43:08,2017-05-05 10:45:09,Non,Macron,Je ne sais pas,,Je ne sais pas,,Emmanuel Macron,,,,,,,
265,6183289704,156443487,2017-05-05 10:43:18,2017-05-05 10:48:40,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Le Pen,Marine le pen a un projet qui corespond exactement a ce que la france attant elle a 5 ans pour nous prouvé quel peut sauvé la france de la crise quel subi depuit plusieur année on et la france a ce jour on et vraiment divisee et cette femme rehunira vraiment c'est france et c'est valeur ,Oui,Par ce que il pance les meme chause que moi ,Oui,Toute les reponce son dans la première reponce 
266,6183288853,156443487,2017-05-05 10:42:51,2017-05-05 10:43:45,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,,,,,,
267,6183286318,156443487,2017-05-05 10:39:45,2017-05-05 10:41:50,Non,Le Pen,Non,,Je ne sais pas,,Marine Le Pen,,,,,,,
268,6183278963,156443487,2017-05-05 10:32:27,2017-05-05 10:33:56,Oui,Melenchon,Je ne sais pas,,Je ne sais pas,,Emmanuel Macron,,,,,,,
269,6183277610,156443487,2017-05-05 10:30:38,2017-05-05 10:32:10,Non,Le Pen,Non,,Pas sûr,,Marine Le Pen,,,,,,,
270,6183276995,156443487,2017-05-05 10:30:09,2017-05-05 10:34:47,Oui,,Non,,Autre (veuillez préciser),vote par procuration,Blanc,aucun des deux,Macron,Car il a beaucoup d'idées même si elles ne sont pas acceptées par tous,Oui,Même opinion,Non,Car il n'y a pas assez de développement sur les idées
271,6183276479,156443487,2017-05-05 10:30:03,2017-05-05 10:31:59,Oui,Macron,Oui,,Très sûr,,Emmanuel Macron,,Macron,Parce que je trouve son programme mieux que celui de le pen,Oui,,Oui,
272,6183276218,156443487,2017-05-05 10:29:12,2017-05-05 10:33:09,Oui,Melenchon,Oui,,Pas sûr,,Blanc,Les deux sont nul,Macron,Ce seras macron car un régime capitalisme est très réducteur pour notre pays ,Non,mes amis viennes de la campagne sont donc raciste et vote le pen,Non,"c'est un vote utile pour faire barrage a marine le pen, mais en aucun cas j'estime que voté macron est un bon choix"
273,6183274733,156443487,2017-05-05 10:27:32,2017-05-05 10:29:11,Non,,Non,,Je ne sais pas,,Marine Le Pen,,,,,,,
274,6183273810,156443487,2017-05-05 10:25:31,2017-05-05 10:28:14,Non,Le Pen,Autre (veuillez préciser),Je ne suis pas inscrite,Très sûr,,Marine Le Pen,,,,,,,
275,6183267072,156443487,2017-05-05 10:18:52,2017-05-05 10:26:54,,Melenchon,Je ne sais pas,,Autre (veuillez préciser),Je suis pas de vote,Blanc,Parce que je vautre pas pour eu,Macron,Macron pack c'est un homme,Oui,Parce il ya jamais eu de femme présidente en france,Oui,Oui pack je pence qu'il va changer beaucoup de chose
276,6183266540,156443487,2017-05-05 10:18:24,2017-05-05 10:21:06,Non,Macron,Non,,Je ne sais pas,,Blanc,Je ne voterer ni l'un ni l'autre,,,,,,
277,6183265427,156443487,2017-05-05 10:17:53,2017-05-05 10:21:23,Oui,Melenchon,Oui,,Très sûr,,Marine Le Pen,,Le Pen,parceque son projet et beaucoup mieux que celui de macron,Non,mes amis pense pas voir une femme au pouvoir ,Oui,son projet et plus réaliste 
278,6183264245,156443487,2017-05-05 10:16:37,2017-05-05 10:18:05,Oui,Le Pen,Oui,,Cela dépend du candidat,,Marine Le Pen,,Macron,,Oui,,Oui,
279,6183256874,156443487,2017-05-05 10:07:15,2017-05-05 10:10:19,Oui,Macron,Je ne sais pas,,Je ne sais pas,,Emmanuel Macron,,Macron,,Oui,,Oui,
280,6183255747,156443487,2017-05-05 10:03:35,2017-05-05 10:08:39,Oui,Melenchon,Non,,Pas sûr,,Blanc,Ni l'un ni l'autre,,,,,,
281,6183252780,156443487,2017-05-05 10:04:35,2017-05-05 10:06:22,Oui,Melenchon,Oui,,Très sûr,,Emmanuel Macron,,Macron,,Oui,,Non,
282,6183252480,156443487,2017-05-05 10:03:24,2017-05-05 10:05:06,Non,Le Pen,Oui,,Pas sûr,,Marine Le Pen,,,,,,,
283,6183251093,156443487,2017-05-05 10:02:06,2017-05-05 10:06:07,Oui,Le Pen,Oui,,Cela dépend du candidat,,Marine Le Pen,,Le Pen,Le pen on la jamai u ,Oui,Oui il pensent la maime chose le pen et jamai passe pourquoi pas elle,Oui,Elle peux petait faire bouge les chosse 
284,6183248324,156443487,2017-05-05 09:57:05,2017-05-05 10:05:40,Oui,Melenchon,Oui,,Autre (veuillez préciser),Non ,Blanc,Je n aime pas leur programme je suis pas de leur avis ou opinion ,Macron,Parce que dans ses propos ou point de vue ses lui qui a une programme qui est avantageux que nous peuple français on a peur de l inconnu que les gens on peut d être insulter de raciste en votant le Pen se qui est dommage car marine se défend bien elle a de bonne chose à mettre en place mais les gens ne voteront pas pour elle moi y compris ,Oui,Mon entourage pense que Macron va sortir et non le Pen car ses déjà tous vue suite au peur du peuple français,Non,Parce que faut sortir de l union européenne et revenir au franc les gens s en sortait mieu moin de dette moin de vole moin de chômage ect ...
285,6183248203,156443487,2017-05-05 09:57:36,2017-05-05 10:04:22,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Le Pen,Au vue des erreurs de mr macron la France se réveil sur le passé. ,Oui,Ils sont du même avis que moi. ,Oui,Enfin du bon changement. 
286,6183248172,156443487,2017-05-05 09:59:13,2017-05-05 10:03:35,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Macron,car les français ne veulent pas de femme au pouvoir. donc se sera Emanuel macaron qui sera notre nouveau président. ,Oui,Oui il pense la même chose que moi même et donc il sont convaincu que se sera Emmanuel macaron qui sera notre présidents.,Oui,car elle c'est se quel fait. elle a la nuque pour gouverner le pays et à y voir des interet
287,6183247259,156443487,2017-05-05 09:56:56,2017-05-05 10:00:37,Oui,Melenchon,Oui,,Autre (veuillez préciser),Non ,Blanc,Pas voter,Macron,,Non,,Non,
288,6183245331,156443487,2017-05-05 09:55:46,2017-05-05 10:14:24,Oui,Melenchon,Oui,,Très sûr,,Emmanuel Macron,,Macron,"Tout simplement car le peuple francais ne vas pas voter pour Mr Macron mais contre Mme Le Pen, la France n'as actuellement besoin d'aucun de ses deux président, mais le choix du peuple se tournera en theorie en faveur du candidat d'En Marche plutot que envers le Front National. ",Non,,Non,"Je pense que la france a besoin d'un president qui nous unis et qui nous rend notre pouvoir a nous, peuple francais.  Un président qui nous permettrais réellement de faire des choix pour la France et non pas pour le patronat ou bien pour les immigrés ou encore pour les guerres, nous n'avons pas besoin de tout sa, ce dont on a besoin c'est d'un renouvellement ecologique, ainsi qu'un changement radical du système qui offre les pleins pouvoirs aux personne les plus aisés."
289,6183245229,156443487,2017-05-05 09:55:14,2017-05-05 09:56:51,Non,Macron,Non,,Très sûr,,Emmanuel Macron,,,,,,,
290,6183243891,156443487,2017-05-05 09:54:28,2017-05-05 09:55:20,Non,Macron,Non,,Pas sûr,,Emmanuel Macron,,,,,,,
291,6183239987,156443487,2017-05-05 09:48:05,2017-05-05 09:50:50,Non,Lassalle,Autre (veuillez préciser),Pas inscrite sur les listes,Autre (veuillez préciser),Pas inscrite sur les listes ,Marine Le Pen,,,,,,,
292,6183235485,156443487,2017-05-05 09:44:22,2017-05-05 09:49:21,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Macron,Car il sont tous contre marie le pen j,Non,,Oui,
293,6183235413,156443487,2017-05-05 09:44:34,2017-05-05 09:49:48,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Macron,je pense que Macron remporteras l'élection car la population est plus de son avis.,Non,"ils n'ont pas le même avis car ils sont pour l'émigration, et qu'il se fiche de l'identité de notre pays.",Oui,"oui je le pense, car elle aime sont pays et souhaite le remettre en ordre.  en faisant respecter les forces de l'ordre, remettre des barrières dans le pays. "
294,6183235111,156443487,2017-05-05 09:44:16,2017-05-05 09:47:49,Oui,Melenchon,Oui,,Très sûr,,Emmanuel Macron,,Le Pen,Marine le pen va gagner l'élection car depuis les attentats les personne pense que c'est du a la religion Maghrébine alors que sa na tien n'a voir et vue que Marine veux expulser toute les personne non française bah la plus part sont devenue rassiste,Oui,Car cest la vérité,Oui,Si marine le pen remportera sa seras la 3eme guerre modiale cest sur... 
295,6183231331,156443487,2017-05-05 09:39:35,2017-05-05 09:43:06,Oui,Melenchon,Oui,,Très sûr,,Blanc,blanc,Macron,Les français vont faire barrage au fn   ,Oui,oui,Oui,oui
296,6183229949,156443487,2017-05-05 09:37:53,2017-05-05 09:46:21,Oui,Melenchon,Oui,,Très sûr,,Emmanuel Macron,,Macron,Déjà d'après mon point de vue à chaque foi que le Pen est passer au premier tour avec un autre candidat elle n'est jamais passer au deuxième tour et cela fait déjà plusieurs années.  Macron et le Pen certes propose des solution mais elle ne plaise pas à tous le monde donc moi je pence avant de pourvoir voter il fait qu'il ce mette d'accord ou que l'un d'entre eux proposer quelque chose de plus convincan.,Oui,Sa dépend des personnes après leur penser et leur choix reste tou à fait personnelle ,Oui,Il ya plsieur sujet à aborder c'est trop long à expliquer voyer par vous même pendant les débats   
297,6183229304,156443487,2017-05-05 09:37:46,2017-05-05 09:41:42,Oui,Melenchon,Oui,,Je ne sais pas,,Blanc,Aucun des deux,,Aucun des deux car dans les deux cas on ce retrouvera dans la merde,Oui,Oui car la plus part on les meme situation et pour ceux quil on une idée fix sur leur choix de vote le defend tant bien que mal,Oui,
